source_e164,target_e164,our_context,platform_context,window,date,manual_label
+18449867272,+15402770757,callback,mentioned,"rk:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-292-9758 Callback numbers",2025-11-06,
+18449867272,+19039808429,callback,mentioned,"32, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-2",2025-11-06,
+18457649444,+18003473535,callback,mentioned,"omer Service.  I have removed your phone number from our system. If you have further questions you can contact us at 1- 800-347-3535 anytime Monday – Friday 9am-6pm eastern time. Thank you, All About ",2013-06-27,
+18457649444,+18455593436,callback,mentioned, knew it was a scam but got a return number out of them when I acted as if I'd have my boss call them back) If you call 845-559-3436 you will get a live person...I asked them to remove our number. So ,2013-01-18,
+18482889969,+18036792433,callback,mentioned,"on of $638.92 at BrushFire LLC was attempted on my card and if I didn't recognize this, please call them immediately at 803-679-2433.  The number they called me from is an 848 area code, from New Jers",2025-10-07,
+18553689644,+18883316286,callback,mentioned,"Mark | 1 reply Second time now getting a call from 1(888)331-6286 and a Shiba White from MyAdvocate on behalf of Kaiser, asking me to call back at (855) 368-9643 x15630, but I am not ca",2025-01-29,
+18553971211,+18554556851,callback,mentioned,ply declined. He has rudely called back and tries to put on the pressure. He just now called back and has a new number. 855-455-6851  Said the company name got switched from Venture Processing to Tier,2013-09-05,
+18554854670,+18888434192,callback,mentioned,"dicare, 1-855-485-4690, 11:47 am mst. 09-25-2025, message: woman voice, asking for me (?), wants me to call them back @ 1-888-843-4192 pin # 4744690. They call twice, last time 9-23 @ 10:17am, phone n",2025-09-25,
+18554854670,+18554854690,callback,mentioned,"steve / aetna medicare, 1-855-485-4690, 11:47 am mst. 09-25-2025, message: woman voice, asking for me (?), wants me to call them back @ 1-888-843-4192 pin # 4",2025-09-25,
+18554998067,+13192086049,callback,mentioned,"Chelsea Runyon Got a voicemail from 1-319-208-6049, stating that I was named as a respondent in a complaint , call back number 855-499-8067, then said again that number i",2024-08-13,
+18555070298,+18333660127,callback,mentioned,Emily Bickle Several calls from 833-366-0127.  From your healthcare provider about your medication and to contact them at 855-507-0298.,2025-08-12,
+18555098974,+18668781552,callback,mentioned," messages from various phone numbers the message left by this one was, ""Steps to verify some details, please call us at 866-878-1552 or press 2 to speak with an underwriter now. To decline future cont",2026-01-11,
+18555151256,+18009229999,callback,mentioned,my debit card.Left this number for me to call back 855-515-1296.. Call came in from Citizens Bank's legitimate number - 800-922-9999. I called the bank to verify and discovered it was a scam.,2025-11-05,
+18556257356,+14452134109,callback,mentioned,"ao Nyguen Number called me asking me to call back at a different number, claiming to be U.S. Bank. Different number was 4452134109",2025-10-16,
+18556301865,+18884871257,callback,mentioned, being approved for lower payments or full resolutions after a brief review please return my call at 888-487-1257 again 888-487-1257 I'll be available the rest of the afternoon to help finish your rev,2025-11-19,
+18557050249,+12622298829,callback,mentioned,ing a background check on my sister-in-law and that I am required to call them back at 855-705-0249. The call came from 262-229-8829. I have this number blocked but they were able to leave a message. ,2024-06-26,
+18557050249,+18332003183,callback,mentioned,Heather Got the call from 833 200 3183 saying they are with NCRI conducting a background check on me and to call back at 855 705 0249.  I am currently looking,2025-05-23,
+18557050249,+18057050249,callback,mentioned, a different number stating they are NCRI needing to complete a background check on me and need me to call them back at 805-705-0249...,2024-04-05,
+18557718984,+18334670088,callback,mentioned,Susie | 2 replies This number called my land line and left msg stating that this account was past due and to call 833-467-0088. I did not answer nor did I call the number they requested I call. I beli,2023-10-24,
+18557718984,+15619029490,callback,mentioned,"Annoyed Got a call from 561-902-9490, yet they (of course), left a voicemail to call them back at a completely different phone number. Message left is as fo",2025-09-23,
+18558849769,+18008662453,callback,mentioned,"nope Do Not call that number!!  They are neither Assurant (1-866-866-6285), nor T-mobile(1-800-866-2453) : ""Thanks for filing a lost device claim with Assurant for your T -Mobile device. If you feel y",2021-10-04,
+18558849769,+18668666285,callback,mentioned,"nope Do Not call that number!!  They are neither Assurant (1-866-866-6285), nor T-mobile(1-800-866-2453) : ""Thanks for filing a lost device claim with Assurant for your T -Mobile device. If you",2021-10-04,
+18559090817,+19034374712,callback,mentioned,"Marie They first call with the number 903-437-4712 never revealing a company name for a loan approval of 68,000 or 67,000 many times a day and the call back number is dif",2025-11-25,
+18559090876,+12709375918,callback,mentioned,"1-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-0784, West Virginia (Sarah):  304-454-1294 So far, the",2025-11-10,
+18559090876,+12708687863,callback,mentioned,"a (Sarah):  321-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-0784, West Virginia (Sarah):  304-454-12",2025-11-10,
+18559090876,+15027610784,callback,mentioned," (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-0784, West Virginia (Sarah):  304-454-1294 So far, there have been 3 cal",2025-11-10,
+18559266692,+18137967242,callback,mentioned,Forestbird Crystal with Loan Locator called regarding loan applied for from 813-796-7242 . Never applied for loan. So far has called twice two days in a row.  Wants call back at 855-926-6692.  I decid,2025-12-07,
+18559305264,+18777921058,callback,mentioned," clear answers and understand what options, if any, remain available. Please call me back today at 877-792-1058. Again, 877-792-1058. If you no longer need assistance, please call back and press 2 to ",2026-02-13,
+18562098440,+18643469209,callback,mentioned,"ay contact us at +1 (856) 209-8440. Yours kindly,, Norton Life lock PC support Management Team: Jan Bame Phone Contact: (864) 346-9209 Delivery Address,: 25021 Wagner Way Birmingham Al 35244 US © 2026",2026-01-06,
+18563152186,+18669853140,callback,mentioned,Husten Robocall message from Emily Gregory with Tax Relief Assistance Agency asking a return call to 866-985-3140.,2025-10-29,
+18568749001,+18887040660,callback,mentioned,he General Office VM.  She actually did leave a message stating that she was with Maximum Research and left a number of 1-888-704-0660 ext. 524 Based on the Yelp reviews I have seen related to Liberma,2019-07-24,
+18573620346,+18573664095,callback,mentioned,caller ID said their name was EMILIO COYRA. and to call them back at 877-821-1658. I also receive them from this number 857-366-4095,2016-02-27,
+18573620346,+18778211658,callback,mentioned,saying they are from Dynamic Recovery Solutions my caller ID said their name was EMILIO COYRA. and to call them back at 877-821-1658. I also receive them from this number 857-366-4095,2016-02-27,
+18583260646,+13073708224,callback,mentioned,"PAMELA Same call told me to call this number, but the number they called from was 307-370-8224, which is a Wyoming area code.",2025-03-18,
+18584334631,+1𝟖𝟓𝟖𝟒𝟑𝟑𝟒𝟔𝟑𝟏,callback,mentioned,"ollowing email message: ""Invoice from Notification :If this following transaction was not by you Quickly reach us on +𝟏-𝟖𝟓𝟖-𝟒𝟑𝟑-𝟒𝟔𝟑𝟏 (0014) Hello, Laynar15@shapingbackin.shop They want me to click on ",2023-12-03,
+18589946083,+18587959050,callback,mentioned,"alled anyway to see, and both the callback number she gave (8589946083) and the number she called from on my call log (‪858-795-9050‬) were inactive/invalid phone numbers.",2026-01-07,
+18589971088,+18554478415,callback,mentioned,care program and wanted the date of birth. Told her absolutely not.      The voice fmail from them said to call them at 855 447 8415. Not sure if this was legit or not. I will call gilead tomorrow at ,2016-11-01,
+18603162982,+12209299356,callback,mentioned," submitted to your office, the date of service made it listed from 2020 grand from the president. Please return my call 22092993563. Again, 209299. 3563, to verify that this is have permission to send",2024-10-21,
+18607860455,+13055409289,callback,mentioned,ore details of my position whatever that means the text came from (860) 786-0455 and the number they want me to call is 305-540-9289,2026-01-06,
+18622780203,+18886723452,callback,mentioned,message began asking to call within 24hrs or legal complaint would be filed with office not named again. Return call to 888 672 3452 with a file number. No names of company or who filed complaint.,2024-08-13,
+18623081478,+16095470157,callback,mentioned,"Will Received call on 609-547-0157, didn't answer, and message left for a hardship loan scam requesting a call back to this number.",2025-04-02,
+18643469209,+18562098440,callback,mentioned,"andard terms unless changes are requested before the next renewal period. If you need assistance, you may contact us at +1 (856) 209-8440. Yours kindly,, Norton Life lock PC support Management Team: J",2026-01-06,
+18644675448,+18004118157,callback,mentioned,c service. Yet when I call back irs wanted  gift cards  owner info mobile phone by south carolina net inc. There number 8004118157,2026-02-11,
+18646525582,+18652654199,callback,mentioned,"25, 2025. We'd love for you to stay with Norton LifeLock! Need help? Call us at +1 (864) 652-5582 / +1 (803) 200-8449 / +1 (865) 265-4199. (Auto-generated message) Copyright (C) 2025 Norton LifeLock, ",2025-07-25,
